KPIs_met >80%,awards_won?,department,avg_training_score,gender,region,length_of_service,education,age,recruitment_channel,previous_year_rating_bin,no_of_trainings_bin,KMeans_Clusters,is_promoted
1,0,0,61,0,0,2,3,21,0,4,0,0,0
0,0,3,75,0,3,6,1,50,0,3,0,1,0
0,0,2,63,1,0,4,0,42,2,2,1,0,0
1,0,3,68,0,0,31,0,60,2,4,0,1,0
0,0,3,74,1,16,11,0,38,0,2,1,1,0
1,0,2,57,0,1,3,0,39,1,1,0,0,0
1,0,2,58,0,3,2,0,28,2,4,0,0,1
0,0,3,70,0,0,21,1,56,2,1,0,1,0
0,0,2,57,1,0,6,0,30,2,2,1,0,0
0,0,2,62,1,15,4,0,35,2,1,0,0,0
0,0,5,81,0,12,2,0,31,0,1,0,1,0
0,0,3,72,0,4,3,0,31,2,2,0,1,0
0,0,5,75,1,28,10,0,35,2,2,0,1,0
0,0,3,71,0,23,5,0,29,2,2,0,1,0
0,0,0,56,0,0,4,1,47,2,3,0,0,0
0,0,4,51,1,0,6,1,31,2,4,0,0,0
0,0,2,59,0,7,2,0,38,0,2,0,0,0
1,0,4,49,0,0,9,0,35,1,2,0,0,0
0,0,2,70,0,0,4,1,36,0,2,0,1,1
1,0,1,78,0,9,1,0,28,0,0,1,1,0
0,0,3,69,0,0,6,1,57,0,2,0,1,0
0,0,4,50,0,3,5,0,30,2,2,1,0,0
1,0,3,68,0,3,6,0,31,2,4,0,1,1
0,0,2,64,0,23,9,0,41,2,3,0,0,0
0,0,3,70,1,3,10,1,38,0,2,1,1,0
0,0,2,59,1,18,3,0,26,0,3,0,0,0
0,0,4,52,1,0,9,1,38,0,3,0,0,0
0,0,2,56,0,32,3,0,33,2,2,0,0,0
0,0,2,58,1,2,4,0,33,2,3,0,0,0
0,0,4,51,0,1,2,0,37,0,1,0,0,0
0,0,4,45,0,0,5,0,37,0,1,0,0,0
0,0,2,60,0,17,8,0,39,2,1,1,0,0
1,0,8,83,0,1,4,1,32,0,4,1,1,1
0,0,4,52,0,32,4,0,36,2,2,0,0,0
1,0,0,66,0,4,7,0,29,0,4,0,0,0
0,0,0,74,0,4,6,0,30,0,2,0,1,1
1,0,2,57,1,3,7,1,31,2,2,1,0,0
1,0,4,48,0,0,8,0,30,2,4,0,0,0
0,0,2,57,1,3,5,0,30,2,1,0,0,0
0,0,6,47,0,1,2,1,30,2,1,1,0,0
0,0,4,50,0,25,2,2,34,2,2,0,0,0
0,0,5,81,1,0,3,0,25,2,2,0,1,0
1,0,2,63,0,18,3,0,39,2,4,0,0,0
1,0,5,79,1,2,6,0,40,2,2,0,1,0
1,0,2,57,1,23,8,0,32,2,3,0,0,0
1,0,4,53,0,5,9,1,41,2,2,0,0,1
1,0,1,92,0,4,9,0,33,2,4,0,1,1
0,0,4,51,0,29,4,1,39,2,1,0,0,0
0,0,4,49,0,3,6,1,45,0,2,0,0,0
1,0,5,82,1,22,6,0,27,0,4,0,1,0
1,0,2,64,1,0,17,1,60,2,3,0,0,0
0,0,5,79,0,27,6,1,43,2,1,0,1,0
1,0,2,60,1,5,4,0,27,2,3,0,0,0
1,1,2,60,1,0,7,0,31,0,1,0,0,1
1,0,4,51,1,0,3,1,41,2,4,0,0,0
1,0,1,83,0,3,7,0,36,0,4,1,1,0
1,0,3,66,1,24,7,0,50,2,4,0,0,0
1,0,2,61,1,1,13,0,35,1,2,0,0,0
1,0,2,58,1,0,10,0,35,0,4,0,0,0
1,0,6,50,1,3,17,1,50,0,4,0,0,0
0,0,2,60,0,0,15,0,52,0,1,0,0,0
0,0,4,47,1,1,3,2,29,2,2,0,0,0
0,0,4,49,0,0,7,1,47,2,4,0,0,0
0,0,2,59,0,26,4,0,30,2,2,1,0,0
0,0,4,47,0,17,7,0,36,2,2,0,0,0
1,0,3,69,1,0,4,1,39,1,4,0,1,0
1,0,2,59,1,25,9,0,35,2,1,0,0,0
0,0,2,55,0,17,7,0,50,2,1,0,0,0
0,0,4,53,0,28,6,0,30,0,2,1,0,0
1,0,0,60,0,1,9,1,33,2,4,0,0,0
0,0,4,47,0,23,7,1,34,0,2,1,0,0
1,0,2,56,0,1,2,1,31,0,4,1,0,0
1,0,1,88,0,3,4,0,38,2,4,0,1,0
0,0,2,57,1,1,5,0,38,2,2,0,0,0
0,0,5,80,1,24,7,1,33,0,3,0,1,0
1,0,4,50,0,0,3,0,30,0,3,0,0,1
1,0,4,48,0,14,2,0,29,0,3,1,0,0
1,1,5,78,0,7,3,0,28,2,2,0,1,0
0,0,3,80,0,0,2,0,25,2,4,1,1,1
0,0,4,52,0,17,5,0,32,0,2,0,0,0
0,0,6,56,1,0,6,0,45,2,2,0,0,0
1,0,7,56,0,13,1,0,30,2,0,0,0,0
0,0,3,64,0,7,15,1,47,2,2,0,0,0
0,1,4,48,0,0,7,2,32,2,1,0,0,0
0,0,2,60,0,1,5,0,43,2,2,0,0,0
0,0,2,64,1,12,4,0,34,0,3,0,0,0
0,0,1,84,0,20,4,0,30,2,1,0,1,0
1,0,3,73,0,27,4,0,27,0,3,2,1,0
1,0,2,62,1,1,20,0,47,0,4,0,0,0
0,0,5,80,0,12,6,0,32,2,4,2,1,0
1,0,2,56,0,13,9,0,36,0,4,0,0,0
0,1,2,91,1,13,6,1,41,2,2,0,1,1
0,0,3,73,0,17,15,1,46,2,2,0,1,0
1,0,1,92,0,25,1,0,26,2,0,1,1,0
0,0,2,54,0,29,10,0,35,2,3,0,0,0
0,0,4,53,0,31,2,0,30,0,1,1,0,0
0,0,2,60,1,3,14,0,45,2,4,0,0,0
0,0,3,67,0,1,7,1,33,1,2,0,1,0
0,0,3,69,0,7,2,1,35,2,1,0,1,0
0,0,3,67,0,0,14,1,43,0,2,2,1,0
0,0,5,80,0,0,8,1,38,2,1,0,1,0
0,0,1,87,0,0,3,0,36,0,4,1,1,0
0,0,4,39,0,17,8,0,35,2,1,1,0,0
0,0,4,54,0,22,4,0,29,0,2,0,0,0
0,0,6,52,1,0,9,0,32,2,2,0,0,0
0,0,6,52,0,4,2,0,31,0,3,0,0,0
1,0,6,49,1,1,3,0,32,2,3,0,0,0
1,0,1,80,0,0,6,0,33,2,4,0,1,0
1,0,5,84,0,16,1,0,25,0,0,0,1,0
1,0,3,65,0,0,4,0,57,2,1,0,0,0
1,0,4,47,0,3,6,0,32,0,3,0,0,1
0,0,2,58,0,17,8,0,35,1,2,0,0,0
0,0,6,46,0,28,7,0,33,0,1,0,0,0
0,0,4,53,0,14,6,0,33,0,1,1,0,0
0,0,2,60,0,16,3,0,27,2,3,0,0,0
0,0,5,78,0,3,6,1,35,2,1,0,1,0
1,0,0,62,0,14,2,1,35,2,4,0,0,0
1,0,5,82,1,15,2,0,26,2,2,0,1,0
1,0,2,61,0,3,3,1,36,2,2,0,0,0
0,0,4,45,0,0,2,0,25,1,2,0,0,0
0,0,2,62,1,32,4,0,31,0,3,0,0,0
0,0,1,85,0,0,13,1,42,2,4,0,1,0
0,0,4,45,1,0,12,1,56,2,1,0,0,0
0,0,4,44,1,25,4,0,37,0,3,0,0,0
1,0,4,47,0,3,16,1,44,2,4,0,0,0
0,0,4,65,0,0,5,1,37,1,2,1,0,1
0,0,4,50,0,22,9,1,40,2,1,0,0,0
0,0,0,54,0,1,10,1,36,0,2,0,0,0
1,0,1,80,0,31,1,0,25,0,0,0,1,0
1,0,2,57,1,1,12,0,38,0,2,0,0,0
0,0,0,58,0,27,5,0,29,2,2,0,0,0
0,0,3,66,1,9,3,1,31,0,2,0,0,0
1,0,5,81,0,2,5,1,39,2,2,0,1,1
0,0,4,58,0,2,1,0,27,0,0,3,0,0
0,0,2,58,1,1,7,1,35,2,3,0,0,0
1,0,5,81,0,13,2,0,33,0,1,0,1,0
1,0,1,85,0,1,1,0,28,2,0,1,1,0
0,0,6,51,1,4,1,0,28,2,0,0,0,0
1,0,4,50,0,1,2,1,29,0,4,0,0,0
1,0,1,87,0,8,4,0,29,0,4,0,1,0
0,0,4,51,0,0,8,0,45,2,4,1,0,0
1,0,8,84,0,0,3,0,42,0,2,1,1,0
0,0,3,73,1,13,7,0,32,0,2,0,1,0
1,0,3,72,0,17,5,0,44,2,4,0,1,0
0,0,2,60,0,24,4,1,39,0,2,0,0,0
0,1,4,50,0,16,8,0,36,0,1,0,0,0
0,0,4,55,1,0,1,0,22,2,0,0,0,0
1,0,3,71,1,0,7,2,29,0,4,0,1,0
0,0,4,53,0,2,2,0,26,0,1,0,0,0
0,0,3,70,1,13,11,1,38,2,2,0,1,0
0,0,4,52,0,2,4,2,36,2,1,0,0,0
0,0,1,85,0,0,16,1,55,2,3,0,1,0
0,0,6,48,0,2,2,1,34,2,3,0,0,0
0,0,6,49,0,12,1,0,29,2,0,0,0,0
0,0,1,82,0,1,3,0,28,2,2,1,1,0
0,0,4,48,0,25,2,0,30,2,2,0,0,0
1,0,1,88,1,1,7,0,36,0,3,0,1,0
0,0,2,59,0,3,2,0,29,0,2,1,0,0
0,0,4,53,1,0,2,2,25,0,1,1,0,0
1,0,2,58,0,10,4,0,35,2,4,0,0,0
1,0,2,61,0,0,31,1,59,2,4,0,0,0
1,0,5,78,0,7,7,0,35,2,4,1,1,0
0,0,4,48,0,10,3,0,29,2,1,1,0,0
1,0,4,46,0,22,7,1,36,2,2,0,0,0
1,0,4,51,0,10,3,2,31,2,3,0,0,0
0,0,2,62,0,2,3,0,37,0,1,0,0,0
0,0,3,70,1,13,6,0,30,2,2,0,1,0
1,0,4,50,0,9,2,1,34,0,4,0,0,0
0,0,5,83,0,0,16,1,55,0,2,0,1,0
0,0,4,49,0,0,4,0,29,0,1,0,0,0
0,0,4,46,0,16,9,1,38,0,4,0,0,0
0,0,5,77,1,3,6,0,32,0,4,0,1,0
0,0,2,62,0,25,2,0,25,0,3,0,0,0
0,0,2,59,0,4,8,0,31,2,1,0,0,0
1,0,2,61,0,0,8,0,36,0,3,0,0,0
1,0,4,51,0,3,4,0,34,0,2,0,0,0
0,0,4,47,0,3,7,1,44,0,1,0,0,0
0,0,2,61,1,16,3,0,27,0,3,0,0,0
0,0,4,44,0,4,6,0,32,2,4,0,0,0
0,0,1,87,0,0,15,0,60,2,2,1,1,0
0,0,4,50,0,16,1,0,24,2,0,0,0,0
1,0,7,62,0,4,2,0,32,0,2,0,0,0
1,0,0,53,0,0,2,3,24,0,3,0,0,0
1,0,2,56,1,17,4,0,33,0,4,0,0,0
0,0,2,62,1,18,14,1,44,2,1,0,0,0
0,0,4,45,0,12,2,0,28,2,2,1,0,0
1,0,5,80,1,0,16,0,59,2,2,0,1,0
1,0,3,69,1,0,6,0,31,0,2,0,1,0
1,0,4,47,0,6,3,1,35,2,4,0,0,0
0,0,4,50,0,6,2,0,27,2,2,0,0,0
0,0,2,57,0,0,12,0,50,2,2,0,0,0
0,0,2,59,1,32,4,0,30,2,3,0,0,0
0,0,4,48,0,9,5,2,29,0,2,0,0,0
0,0,3,66,0,16,4,1,37,0,2,1,0,0
1,1,4,47,0,22,3,1,46,2,3,0,0,1
0,0,2,56,0,30,7,1,41,2,2,0,0,0
0,0,4,48,0,13,3,0,53,2,4,0,0,0
1,0,2,58,1,0,15,1,47,2,4,0,0,0
1,0,5,79,0,13,3,0,25,0,4,0,1,0
1,0,4,50,0,1,6,0,39,0,3,0,0,0
1,0,2,58,0,7,4,0,33,2,4,0,0,0
0,0,1,82,0,17,4,2,31,2,2,0,1,0
1,0,2,60,1,3,1,0,30,2,0,0,0,0
1,0,5,82,0,1,8,0,29,2,3,0,1,0
0,0,5,81,1,18,2,0,30,0,4,0,1,0
1,0,2,59,1,0,7,0,48,2,3,0,0,0
0,0,5,80,1,1,4,0,25,2,1,0,1,0
0,0,3,68,1,0,10,0,35,2,3,1,1,0
1,0,2,62,1,10,3,0,28,0,4,0,0,0
1,0,3,74,0,0,6,0,32,0,4,0,1,1
1,0,6,49,0,0,11,0,38,0,3,0,0,0
0,0,2,57,1,8,2,0,28,2,3,0,0,0
0,0,4,48,0,10,3,0,32,0,4,0,0,0
0,0,5,82,0,18,10,0,36,2,1,0,1,0
0,0,6,50,0,17,6,0,33,2,1,0,0,0
1,0,3,69,0,8,3,1,33,0,2,0,1,0
0,0,6,49,1,1,3,1,33,0,4,0,0,0
1,0,2,63,1,0,23,1,51,2,4,0,0,0
0,0,5,79,1,0,9,0,35,1,2,1,1,0
0,0,2,58,1,0,7,0,37,2,2,0,0,0
1,0,5,82,1,0,7,0,36,1,1,0,1,0
0,0,2,53,1,1,4,0,38,2,4,0,0,0
0,0,4,50,1,0,2,0,27,0,2,1,0,0
0,0,4,48,0,16,4,0,28,0,1,3,0,0
0,0,2,58,1,0,25,0,59,0,3,0,0,0
0,0,4,50,0,8,9,0,30,2,1,0,0,0
0,0,1,85,0,3,7,0,33,2,2,1,1,0
0,0,5,79,0,11,4,1,48,0,2,0,1,0
0,0,3,71,0,23,5,1,43,2,3,0,1,0
1,0,2,63,0,8,5,1,41,2,2,0,0,1
0,0,6,50,0,3,4,1,33,2,4,0,0,0
1,0,4,54,0,0,2,0,29,2,2,0,0,0
0,0,3,68,1,1,6,0,28,2,1,0,1,0
0,0,4,47,1,7,5,0,32,0,2,0,0,0
1,0,3,71,0,4,3,1,43,0,2,0,1,0
0,0,3,66,0,1,2,0,28,0,1,1,0,0
0,0,4,48,0,2,4,0,37,0,2,1,0,0
1,0,5,79,1,16,3,0,35,0,2,0,1,0
0,0,2,58,0,12,8,0,32,0,3,0,0,0
0,0,2,58,1,1,4,0,28,2,1,0,0,0
1,0,4,51,0,7,4,1,31,2,3,0,0,0
1,0,3,69,1,3,1,3,24,0,0,0,1,0
0,0,1,85,0,5,10,1,34,2,3,0,1,0
0,0,3,70,0,17,5,1,39,2,2,1,1,0
1,0,0,63,0,3,4,0,27,0,2,0,0,0
1,0,0,62,1,16,1,0,26,2,0,0,0,0
0,0,4,47,0,18,1,0,25,2,0,0,0,0
0,0,4,48,0,0,21,1,53,0,1,0,0,0
0,0,4,48,0,2,1,0,28,2,0,0,0,0
1,0,4,47,0,5,4,1,35,2,4,0,0,0
0,0,6,46,1,7,1,0,26,2,0,0,0,0
0,0,1,83,0,18,9,0,38,2,2,0,1,0
0,0,4,52,1,16,6,0,29,0,2,0,0,0
0,0,3,64,0,28,5,0,30,2,2,1,0,0
1,0,4,43,0,14,16,1,43,0,4,0,0,0
0,0,4,50,1,0,4,0,30,2,2,1,0,0
0,0,4,50,0,12,7,1,36,2,2,1,0,0
1,0,4,49,0,0,1,0,27,2,0,0,0,0
0,0,3,69,0,14,10,1,35,2,2,2,1,0
0,0,4,49,0,14,5,0,29,2,4,0,0,0
1,0,2,58,1,2,5,0,29,2,4,1,0,0
0,0,4,49,0,0,5,0,56,0,4,0,0,0
0,0,3,68,0,27,8,1,33,0,1,0,1,0
0,0,3,65,1,18,5,0,32,0,2,0,0,0
1,0,3,69,1,0,15,1,47,2,3,0,1,0
1,0,1,81,0,0,10,0,37,2,4,0,1,0
0,0,2,58,0,3,1,0,28,0,0,0,0,0
0,0,5,78,1,1,4,0,27,2,2,1,1,0
0,0,6,47,0,1,7,0,34,0,3,0,0,0
0,0,4,48,0,7,18,0,46,0,2,0,0,0
0,0,4,48,1,16,1,0,25,2,0,1,0,0
0,0,6,50,1,22,6,0,28,2,1,0,0,0
1,0,2,63,1,18,7,1,36,0,2,0,0,0
1,0,7,63,0,1,1,0,31,2,0,0,0,0
0,0,3,70,1,23,9,1,38,0,1,0,1,0
0,0,6,50,0,0,7,1,56,0,2,1,0,0
1,0,3,72,1,0,13,2,41,0,3,1,1,0
1,0,1,88,0,9,8,0,33,2,4,1,1,1
0,0,5,78,0,0,7,1,40,2,2,0,1,0
0,0,5,82,0,18,15,1,52,2,2,0,1,0
0,0,5,76,1,13,3,0,34,0,2,1,1,0
1,0,6,48,0,0,5,0,33,1,3,0,0,0
1,0,3,68,0,18,10,1,36,0,4,0,1,0
0,0,2,56,1,18,7,1,51,0,2,0,0,0
0,0,4,48,0,0,3,0,34,0,2,0,0,0
0,0,2,59,0,25,3,1,35,2,2,0,0,0
0,0,6,50,1,32,1,0,27,0,0,0,0,0
0,0,5,78,0,0,12,0,58,2,1,0,1,0
1,0,5,80,0,23,2,0,26,2,2,1,1,1
1,0,5,79,1,7,7,1,32,2,3,0,1,0
0,0,4,45,0,31,10,0,39,2,2,0,0,0
0,0,3,64,1,18,6,0,27,2,1,0,0,0
1,0,4,53,0,32,1,0,28,2,0,0,0,1
1,0,2,61,0,0,5,1,38,0,3,0,0,0
0,0,5,80,0,1,3,0,26,2,2,0,1,0
1,0,1,82,0,22,5,0,34,0,2,1,1,0
0,0,4,50,0,3,2,0,45,2,4,0,0,0
0,0,6,48,0,0,18,1,60,0,3,0,0,0
0,0,3,67,1,23,1,0,29,2,0,1,1,0
0,0,2,59,0,13,5,0,39,2,3,0,0,0
0,0,4,54,1,16,4,0,34,0,4,0,0,0
0,0,4,51,0,15,4,1,34,2,1,1,0,0
0,0,2,61,1,3,1,0,31,0,0,0,0,0
0,0,2,63,0,6,6,0,31,2,3,0,0,0
0,0,5,78,1,7,4,0,25,0,1,0,1,0
1,0,4,51,0,2,3,2,28,2,4,0,0,0
1,1,5,76,1,3,2,1,50,2,4,0,1,0
0,0,2,61,0,0,3,1,38,2,4,0,0,0
1,0,2,61,0,1,2,0,26,2,3,0,0,0
0,0,1,88,0,19,6,0,30,0,2,0,1,0
0,0,4,48,0,0,6,1,48,2,1,0,0,0
0,0,8,80,0,13,2,1,31,0,1,0,1,0
0,0,3,69,0,17,3,0,28,2,2,0,1,0
0,0,4,52,0,7,5,0,57,2,1,0,0,0
1,0,1,84,0,6,3,1,39,2,2,0,1,0
0,0,2,55,1,10,7,0,32,2,2,0,0,0
0,0,0,58,0,0,10,0,37,2,4,0,0,0
0,0,3,67,1,0,4,0,34,0,1,0,1,0
1,0,3,68,0,17,3,0,30,2,3,1,1,0
0,0,1,80,0,13,7,0,35,2,4,0,1,0
0,0,3,69,1,7,9,1,44,0,1,0,1,0
0,0,4,51,1,18,3,0,28,0,1,0,0,0
1,0,1,85,0,1,6,0,29,0,4,1,1,0
0,0,5,76,1,0,7,0,32,1,3,0,1,0
0,0,8,86,0,17,1,1,31,0,0,0,1,0
1,0,5,79,1,3,5,0,37,2,1,1,1,0
1,1,4,49,0,0,3,2,35,0,2,0,0,0
0,0,2,56,0,24,6,0,30,0,2,0,0,0
0,0,4,45,0,0,5,1,42,0,2,0,0,0
1,0,2,62,1,7,6,1,41,2,4,0,0,0
1,0,2,62,1,7,7,0,33,0,4,0,0,0
1,0,4,45,1,0,1,0,24,2,0,0,0,0
1,0,1,83,0,9,4,0,39,0,4,1,1,1
0,0,2,64,0,21,4,0,27,2,3,0,0,0
0,0,7,60,0,3,2,1,41,2,2,0,0,0
0,0,4,50,0,0,9,0,35,0,4,1,0,0
0,0,4,49,1,1,2,0,27,0,4,0,0,0
0,0,4,48,0,20,1,0,27,2,3,0,0,0
0,0,4,54,1,0,2,0,49,0,1,0,0,0
0,0,3,67,1,29,5,0,36,2,3,0,0,0
1,0,4,46,1,23,12,1,43,0,4,0,0,0
0,0,2,60,0,1,6,0,41,0,2,0,0,0
1,0,2,63,1,8,15,0,40,2,2,0,0,0
0,0,3,75,0,27,4,0,33,0,3,0,1,0
1,0,2,62,0,2,9,0,39,0,4,1,0,0
1,0,4,58,0,3,2,2,23,2,3,0,0,1
1,0,2,60,1,0,19,0,53,2,4,0,0,0
1,0,2,62,1,0,6,0,31,2,2,0,0,0
0,0,4,48,0,7,6,1,39,0,2,0,0,0
1,0,3,71,0,24,5,1,37,0,1,0,1,0
0,0,4,49,0,1,2,1,36,2,1,0,0,0
0,0,3,69,1,14,8,1,30,2,2,0,1,0
0,0,2,59,0,1,6,0,33,0,4,0,0,0
0,0,0,60,0,0,3,0,25,0,2,0,0,0
1,0,4,46,0,22,15,1,42,0,3,0,0,0
0,0,4,48,0,23,7,0,34,2,2,0,0,0
1,0,2,65,0,1,7,1,38,0,4,0,0,0
1,0,2,59,0,3,9,0,31,2,4,1,0,0
1,0,0,63,0,20,3,0,31,2,4,0,0,0
1,0,0,58,0,20,6,0,33,2,3,0,0,0
0,0,4,47,0,0,14,0,47,2,3,1,0,0
0,0,1,88,0,22,4,0,28,2,2,0,1,0
0,0,4,48,0,0,19,1,58,2,2,1,0,0
0,0,4,47,0,3,9,0,39,2,3,0,0,0
0,0,4,47,0,2,12,0,42,2,2,0,0,0
0,0,4,45,1,18,8,0,39,2,1,0,0,0
0,0,4,50,0,29,3,0,25,0,3,1,0,0
0,0,3,72,0,0,4,1,46,2,2,0,1,0
0,0,4,47,0,24,7,0,31,2,2,0,0,0
0,0,1,81,0,16,6,0,52,0,2,0,1,0
0,0,4,53,0,1,4,0,42,2,2,0,0,0
0,0,1,86,0,0,3,0,27,2,2,0,1,0
0,0,2,61,1,0,10,0,56,2,3,0,0,0
0,0,3,70,0,16,3,0,27,2,2,1,1,0
0,0,1,85,0,9,3,1,37,2,4,0,1,0
0,0,4,51,0,30,1,2,24,2,0,0,0,0
0,0,2,58,0,1,5,0,29,1,2,0,0,0
0,0,4,50,0,12,8,0,34,0,2,1,0,0
0,0,4,48,0,3,4,0,36,2,3,0,0,0
1,0,5,82,0,2,4,1,36,0,2,0,1,0
0,0,6,50,0,3,4,1,43,2,2,0,0,0
1,0,2,58,1,16,5,0,31,2,4,0,0,0
1,0,2,55,1,8,8,0,34,0,3,0,0,0
1,0,3,67,0,0,14,1,42,0,3,0,1,0
0,0,2,63,0,7,10,0,38,0,2,1,0,0
0,0,2,59,1,3,1,3,24,2,0,0,0,0
0,0,2,57,1,0,8,1,34,2,1,0,0,0
0,0,4,51,0,12,8,1,35,0,2,1,0,0
0,0,4,51,0,3,2,2,21,2,1,0,0,0
0,0,4,54,0,0,3,0,43,0,1,1,0,0
0,0,4,53,0,2,16,0,47,2,3,0,0,0
1,0,2,62,0,1,1,0,29,2,0,1,0,0
1,1,2,59,1,7,5,0,30,0,1,0,0,0
1,0,3,66,0,8,7,1,34,0,4,0,0,0
0,0,1,82,0,1,5,0,30,1,4,0,1,0
0,0,2,60,0,21,5,0,29,2,1,0,0,0
0,0,3,70,1,0,10,0,40,0,1,0,1,0
1,0,0,60,0,7,3,0,30,0,3,0,0,0
0,0,6,53,1,23,2,0,29,2,3,0,0,0
1,0,2,57,1,0,13,0,57,2,4,0,0,0
0,0,4,53,0,24,10,1,34,2,4,0,0,0
1,0,3,67,0,7,3,1,30,2,2,1,1,0
0,0,5,80,0,13,2,0,29,2,1,0,1,0
1,0,2,66,0,32,5,0,29,0,3,0,0,0
1,0,3,71,1,0,14,0,53,2,2,0,1,0
0,0,4,51,0,18,5,0,37,0,1,0,0,0
0,0,4,47,0,25,10,0,34,2,3,0,0,0
0,0,1,83,0,8,4,0,40,2,2,1,1,0
1,0,2,59,1,7,3,1,39,0,4,0,0,1
0,0,1,82,0,17,14,0,43,2,2,1,1,0
0,0,3,69,1,1,8,1,32,2,3,0,1,0
1,0,2,58,0,10,4,0,29,0,4,0,0,0
1,0,2,64,0,17,2,0,31,0,1,0,0,0
0,0,2,73,0,17,13,1,42,0,2,0,1,1
0,0,4,66,0,14,1,0,27,0,0,0,0,1
0,1,3,83,0,21,1,0,26,2,2,0,1,1
0,0,2,53,0,16,5,0,32,2,4,0,0,0
0,0,0,65,0,0,3,0,45,2,2,0,0,0
0,0,3,69,0,27,15,1,44,2,4,0,1,0
0,0,4,52,1,18,8,0,36,2,4,0,0,0
0,0,3,66,1,4,4,1,32,0,4,0,0,0
0,0,2,59,0,0,4,0,37,2,2,0,0,0
1,0,8,86,0,21,4,1,30,2,2,0,1,0
0,0,4,50,0,1,10,1,38,0,4,0,0,0
0,0,4,50,0,0,19,1,53,0,1,0,0,0
1,0,3,67,1,17,10,0,32,2,1,0,1,0
1,0,1,84,0,1,2,0,26,0,2,0,1,0
1,0,2,59,0,16,10,0,36,0,4,0,0,0
1,0,5,82,0,13,2,1,32,0,3,1,1,1
0,0,4,50,1,0,14,2,43,0,3,0,0,0
0,0,5,82,0,17,7,1,36,0,2,0,1,0
0,0,4,50,0,12,8,1,36,0,1,0,0,0
0,0,4,51,1,29,7,1,36,2,1,0,0,0
0,0,2,52,0,20,4,0,33,2,2,1,0,0
1,0,2,58,1,12,4,1,36,0,4,0,0,0
0,0,3,72,0,1,4,0,26,2,1,1,1,0
1,0,5,80,1,0,9,0,38,2,4,0,1,0
0,0,4,47,0,17,2,0,33,2,1,0,0,0
0,0,2,57,0,12,10,0,33,2,3,0,0,0
0,0,5,79,0,2,3,0,27,0,3,0,1,0
0,0,1,87,0,20,2,0,31,2,2,1,1,0
0,0,5,83,0,0,11,1,55,2,1,0,1,0
1,0,2,64,1,12,6,0,32,2,2,0,0,1
0,0,3,70,1,28,8,0,30,2,2,0,1,0
0,0,2,62,0,31,9,0,38,2,4,0,0,0
1,0,4,51,0,3,6,0,44,2,2,0,0,1
1,0,2,61,1,0,6,0,30,0,4,0,0,0
0,0,2,69,0,1,5,0,30,2,2,1,1,1
1,0,4,52,1,0,7,0,59,0,2,0,0,0
0,0,4,49,0,0,2,2,23,2,4,0,0,0
1,0,5,81,0,25,3,0,38,2,1,0,1,0
0,0,1,81,0,25,4,0,39,2,4,0,1,0
0,0,3,72,0,3,10,1,40,0,4,0,1,0
0,1,1,82,0,1,1,0,27,0,0,0,1,1
0,0,5,73,0,8,10,0,40,2,3,0,1,0
1,0,4,51,0,3,11,1,40,2,2,1,0,1
0,0,7,61,0,0,15,0,51,2,2,0,0,0
0,0,2,58,1,0,3,2,36,0,2,0,0,0
0,0,1,83,0,9,6,1,30,0,2,1,1,0
0,0,4,52,0,14,6,0,32,0,1,0,0,0
0,0,5,80,1,7,5,1,31,0,1,0,1,0
1,0,4,52,0,7,14,0,37,2,4,0,0,0
0,0,4,49,1,7,5,0,29,2,2,0,0,0
0,0,4,54,1,0,6,0,46,0,1,1,0,0
1,0,5,94,1,3,9,1,36,1,4,0,1,1
0,0,3,64,1,13,10,0,39,0,2,0,0,0
0,0,6,50,0,0,1,3,21,2,0,0,0,0
0,0,4,51,0,22,6,0,31,0,4,0,0,0
0,0,4,52,0,22,6,0,31,2,2,3,0,0
0,0,2,63,1,23,10,0,38,2,2,0,0,1
1,0,2,60,1,0,15,1,41,0,2,0,0,0
0,0,4,46,0,0,6,1,37,2,2,0,0,0
1,0,2,59,0,1,4,0,32,2,4,1,0,0
0,0,6,47,0,18,6,0,31,0,4,0,0,0
0,0,5,76,0,1,2,1,34,0,1,0,1,0
1,0,5,83,0,2,7,0,33,2,2,0,1,0
0,0,4,50,0,7,7,1,37,2,1,1,0,0
1,0,4,49,0,0,5,0,28,1,2,0,0,0
1,0,2,60,0,16,2,0,31,0,3,0,0,0
1,0,1,83,0,1,9,0,35,0,2,0,1,0
1,0,5,81,1,1,3,0,27,2,2,0,1,0
0,0,5,83,0,0,1,3,24,0,0,2,1,1
1,0,5,82,0,1,5,0,27,0,4,0,1,1
1,0,5,80,1,1,1,0,27,0,0,1,1,0
0,0,4,50,0,1,1,0,26,2,0,0,0,0
1,0,4,45,1,1,1,0,27,1,0,0,0,0
1,0,3,67,0,6,5,0,44,0,4,0,1,0
0,0,1,86,0,1,2,0,26,0,1,0,1,0
0,0,5,83,0,11,17,1,46,2,2,0,1,0
0,0,5,80,1,12,6,1,33,2,4,0,1,0
1,0,4,47,0,23,7,1,30,0,3,0,0,0
1,0,8,85,0,16,2,1,36,0,2,0,1,0
0,0,3,67,0,25,6,0,32,0,2,0,1,0
0,0,4,50,0,0,7,2,34,2,1,0,0,0
0,0,3,74,1,13,7,0,38,0,2,0,1,0
0,1,2,79,0,0,7,0,37,2,4,0,1,1
